date,close,open,high,low,volume,change
2018年4月11日,705.36,710,714.78,703.02,2.57M,-0.38%
2018年4月10日,708.02,704.8,708.5,698.46,3.20M,1.39%
2018年4月9日,698.3,697.1,705.43,690.15,3.08M,0.62%
2018年4月4日,694.01,682,700.43,680.38,5.69M,2.37%
2018年4月3日,677.91,678,687,675.39,4.02M,-0.32%
2018年4月2日,680.06,680,691,674.11,3.20M,-0.52%
2018年3月30日,683.62,686,693.5,679.88,3.65M,-0.80%
2018年3月29日,689.1,682.2,697.85,658.41,7.91M,1.03%
2018年3月28日,682.05,699.97,703,669,11.35M,-4.57%
2018年3月27日,714.74,723,725.88,704,4.75M,0.18%
2018年3月26日,713.49,708,715.06,701.88,4.63M,0.34%
2018年3月23日,711.06,701,723.49,700.08,5.25M,-2.07%
2018年3月22日,726.08,744,748,724.01,3.75M,-2.15%
2018年3月21日,742,750.11,753.11,740,2.67M,-0.77%
2018年3月20日,747.73,750,752,740,2.89M,-0.76%
2018年3月19日,753.48,743.97,753.99,739,3.87M,1.84%
2018年3月16日,739.85,747.6,753.98,738.88,3.59M,-0.89%
2018年3月15日,746.47,728.02,747,728.02,5.61M,2.70%
2018年3月14日,726.88,709.67,728.08,707.22,3.74M,2.33%
2018年3月13日,710.35,723,726.6,710,3.86M,-1.88%
2018年3月12日,723.95,729.55,733.92,722.77,3.99M,-0.58%
2018年3月9日,728.2,727.55,732.57,723.5,3.02M,0.75%
2018年3月8日,722.76,714,724,708,3.53M,1.79%
2018年3月7日,710.04,715,724,708.99,3.46M,-1.14%
2018年3月6日,718.26,725,727.6,697.13,6.46M,-0.26%
2018年3月5日,720.11,738.18,742,717.03,3.72M,-2.21%
2018年3月2日,736.41,738,743.56,730,2.60M,-0.75%
2018年3月1日,741.97,728,746.85,723.77,4.48M,2.25%
2018年2月28日,725.62,732,742.3,719,4.83M,-1.67%
2018年2月27日,737.98,749,756,737.22,4.26M,-0.74%
2018年2月26日,743.51,746.88,752.05,733.02,4.37M,0.14%
2018年2月23日,742.48,747,756.56,737,3.82M,0.00%
2018年2月22日,742.45,727.3,744,723.24,5.08M,3.34%
2018年2月14日,718.45,720,720,712.22,3.07M,0.91%
2018年2月13日,711.98,705.02,714.82,704.5,5.34M,2.08%
2018年2月12日,697.48,691,705.5,685.2,6.42M,2.06%
2018年2月9日,683.43,680,689.89,658,10.56M,-2.51%
2018年2月8日,700.99,682.2,718,682.2,8.34M,2.57%
2018年2月7日,683.43,720,723.88,682.01,8.83M,-3.59%
2018年2月6日,708.86,703,722.6,703,8.82M,-1.30%
2018年2月5日,718.23,727.22,729.96,705.6,9.90M,-2.99%
2018年2月2日,740.4,752.22,753.23,725,7.54M,-2.29%
2018年2月1日,757.73,767,767.3,752.92,5.06M,-0.89%
2018年1月31日,764.54,739,771.71,739,6.04M,3.03%
2018年1月30日,742.08,736,748.77,730.02,5.19M,0.78%
2018年1月29日,736.32,778.76,779.67,735,7.45M,-5.26%
2018年1月26日,777.22,767.24,777.4,764,4.40M,1.05%
2018年1月25日,769.16,761,776,751,5.00M,0.61%
2018年1月24日,764.46,776.44,776.46,758.6,4.33M,-1.20%
2018年1月23日,773.78,777.81,780,768.6,4.95M,0.02%
2018年1月22日,773.64,751.81,774,751.81,6.71M,3.13%
2018年1月19日,750.18,752.9,758.9,739.02,5.09M,-0.07%
2018年1月18日,750.74,747.93,765,744.09,5.90M,0.38%
2018年1月17日,747.93,770,774,738.51,9.07M,-3.24%
2018年1月16日,772.94,780.48,788.61,768,6.54M,-1.58%
2018年1月15日,785.37,793.46,799.06,779.02,5.25M,-0.39%
2018年1月12日,788.42,773.77,788.8,767.02,4.60M,1.76%
2018年1月11日,774.81,787,788,772,5.07M,-1.39%
2018年1月10日,785.71,785,788.88,773.48,4.77M,0.41%
2018年1月9日,782.52,752.21,783,752.21,6.46M,4.04%
2018年1月8日,752.13,735.02,756.5,735.02,5.22M,1.86%
2018年1月5日,738.36,741,746.03,728.22,4.00M,0.18%
2018年1月4日,737.07,721.4,743.5,719.33,7.22M,2.96%
2018年1月3日,715.86,701.5,721.4,699.74,5.20M,1.71%
2018年1月2日,703.85,700,710.16,689.89,4.96M,0.91%
2017年12月29日,697.49,718,726.5,691.6,7.60M,-2.95%
2017年12月28日,718.69,687,719.9,671.32,12.41M,8.21%
2017年12月27日,664.18,684.86,684.86,662.5,3.77M,-2.44%
2017年12月26日,680.81,688.18,692.99,676.5,3.19M,-1.06%
2017年12月25日,688.12,686,696.3,683.72,3.62M,0.76%
2017年12月22日,682.92,680,685.9,677.01,2.83M,0.17%
2017年12月21日,681.74,683,687.42,675.5,4.67M,-0.46%
2017年12月20日,684.91,669.9,686.86,664.03,6.36M,2.67%
2017年12月19日,667.09,663,672.44,661,4.41M,0.20%
2017年12月18日,665.77,660,669.8,658.58,3.92M,1.83%
2017年12月15日,653.79,664,667.95,650.78,3.23M,-1.62%
2017年12月14日,664.55,669.98,671.3,660.5,3.20M,-0.55%
2017年12月13日,668.21,654.99,670,650.72,4.85M,2.59%
2017年12月12日,651.32,658.7,658.77,651.02,4.79M,0.05%
2017年12月11日,650.99,631,651.95,631,7.28M,3.78%
2017年12月8日,627.28,615.42,628.85,615.42,4.55M,1.72%
2017年12月7日,616.69,624.95,624.99,615.26,5.10M,-1.33%
2017年12月6日,625.01,631.5,644.1,620,5.82M,-1.26%
2017年12月5日,632.96,634,647.4,630.13,4.75M,-0.76%
2017年12月4日,637.79,623.95,644.1,616.72,5.43M,2.48%
2017年12月1日,622.35,638.01,638.99,620.13,4.72M,-1.37%
2017年11月30日,631,635.51,648.48,626,3.80M,-1.12%
2017年11月29日,638.12,649.94,651.97,634.01,4.68M,-1.56%
2017年11月28日,648.23,625.06,648.88,624,7.03M,4.34%
2017年11月27日,621.29,634,636.33,613.01,6.35M,-1.39%
2017年11月24日,630.04,635.9,642.5,622.23,7.65M,-0.58%
2017年11月23日,633.73,642,646,630.22,10.96M,-2.58%
2017年11月22日,650.52,677,688,650,12.85M,-3.95%
2017年11月21日,677.25,669,688.8,662.02,9.60M,-0.28%
2017年11月20日,679.15,676.8,685.6,660,8.83M,-1.61%
2017年11月17日,690.25,696,709,677.77,12.39M,-4.01%
2017年11月16日,719.11,686.01,719.96,686.01,6.07M,4.51%
2017年11月15日,688.08,678.75,689.99,674,4.50M,1.37%
2017年11月14日,678.75,687.14,687.22,677.35,4.64M,-1.33%
2017年11月13日,687.88,680,692.78,675.8,4.99M,1.46%
2017年11月10日,677.95,650.43,683.4,650.43,7.41M,4.29%
2017年11月9日,650.07,648,654.15,644.61,3.36M,-0.05%
2017年11月8日,650.38,642.33,654.5,642.33,4.40M,1.29%
2017年11月7日,642.07,650.58,657.15,638.18,5.56M,-1.68%
2017年11月6日,653.06,641.5,657.62,640.2,4.85M,2.17%
2017年11月3日,639.17,628.65,643.44,628.65,4.82M,1.95%
2017年11月2日,626.92,626.95,629.78,621,3.42M,0.63%
2017年11月1日,623.01,620.88,631.54,619.22,4.34M,0.81%
2017年10月31日,618.03,622.01,627.6,611.88,5.19M,-0.65%
2017年10月30日,622.08,643.05,644,621,8.10M,-4.24%
2017年10月27日,649.63,602.11,655,600.03,8.44M,7.36%
2017年10月26日,605.09,605,613,591.91,11.54M,6.97%
2017年10月25日,565.67,569.75,571.68,562.06,2.51M,-0.29%
2017年10月24日,567.33,572,573.8,563.61,3.13M,-1.06%
2017年10月23日,573.41,574.92,580.5,568,2.38M,-0.16%
2017年10月20日,574.33,581,581,571.76,3.15M,-1.42%
2017年10月19日,582.6,561,585.15,560.72,4.07M,3.90%
2017年10月18日,560.72,554.2,562.59,554.2,1.92M,0.72%
2017年10月17日,556.73,560.97,560.97,554,2.10M,-0.71%
2017年10月16日,560.69,559.99,566.66,555.87,2.99M,0.82%
2017年10月13日,556.15,545,556.6,542.01,2.79M,2.22%
2017年10月12日,544.09,545,547.5,540.18,1.96M,-0.27%
2017年10月11日,545.54,538.1,551.25,538.1,3.34M,1.01%
2017年10月10日,540.06,527.05,540.49,527.01,3.10M,2.33%
2017年10月9日,527.77,524.54,535.55,520.1,3.49M,1.96%
2017年9月29日,517.64,516,525.88,515.5,2.24M,-0.16%
2017年9月28日,518.46,507.2,520.2,507.15,2.60M,2.02%
2017年9月27日,508.21,508.92,511.03,506.07,1.67M,-0.21%
2017年9月26日,509.29,506.69,510,503.6,2.55M,0.40%
2017年9月25日,507.24,500.31,508.2,500.3,3.27M,1.46%
2017年9月22日,499.93,496.9,500.18,495.8,1.63M,0.23%
2017年9月21日,498.77,495.94,500.58,492.88,1.94M,0.52%
2017年9月20日,496.2,496.9,500.02,496,1.73M,-0.15%
2017年9月19日,496.95,500.3,502.5,496.01,2.31M,-0.40%
2017年9月18日,498.97,490.14,500.5,490.14,4.22M,1.86%
2017年9月15日,489.84,492.5,492.5,488,1.60M,-0.18%
2017年9月14日,490.71,492.99,494.03,488.99,1.94M,-0.19%
2017年9月13日,491.63,485,492.2,481.38,3.31M,1.39%
2017年9月12日,484.91,479.5,486,478.4,3.43M,1.38%
2017年9月11日,478.32,471.09,482.22,469.98,4.54M,0.83%
2017年9月8日,474.37,478.25,480.5,474,4.12M,-1.43%
2017年9月7日,481.27,485.31,486.9,480.06,3.33M,-0.76%
2017年9月6日,484.98,490,492.77,484.84,3.30M,-1.02%
2017年9月5日,489.99,492.88,493.99,489.5,2.26M,-0.49%
2017年9月4日,492.42,495.18,496.66,491.27,1.89M,-0.56%
2017年9月1日,495.18,490.2,496.28,490.03,3.15M,0.82%
2017年8月31日,491.15,494.04,494.88,489.8,1.87M,-0.37%
2017年8月30日,492.97,489.7,493.75,489.16,1.85M,0.72%
2017年8月29日,489.44,493.02,494.88,488.01,2.52M,-0.53%
2017年8月28日,492.04,493,497.29,491.03,2.90M,-0.19%
2017年8月25日,492.99,493.45,494.25,489.32,1.73M,0.04%
2017年8月24日,492.81,493.99,496.4,492.02,1.82M,-0.24%
2017年8月23日,494.01,485.45,494.63,484.32,2.72M,1.39%
2017年8月22日,487.22,487.4,489.48,476,4.25M,-0.51%
2017年8月21日,489.73,488,494.4,486.94,2.35M,0.02%
2017年8月18日,489.65,492.8,494.44,488,2.39M,-0.62%
2017年8月17日,492.69,497.6,497.6,489.8,2.58M,-0.77%
2017年8月16日,496.49,498,498.8,493,1.86M,0.10%
2017年8月15日,495.97,500.11,501.1,495.01,2.72M,-0.77%
2017年8月14日,499.83,485.21,500.1,485.21,3.93M,3.26%
2017年8月11日,484.06,489,496.55,483.48,3.66M,-1.54%
2017年8月10日,491.63,491.09,499.6,489,3.54M,0.16%
2017年8月9日,490.85,484.84,492.98,482.03,4.18M,1.71%
2017年8月8日,482.58,482,484.22,479.5,1.61M,0.21%
2017年8月7日,481.56,472.5,482.4,471.13,2.31M,1.67%
2017年8月4日,473.64,477,478.98,472.6,1.87M,-0.75%
2017年8月3日,477.22,483.68,486.85,475.63,3.18M,-1.16%
2017年8月2日,482.84,480.04,484.88,478.51,2.68M,0.54%
2017年8月1日,480.24,481,483,477.4,2.75M,-0.20%
2017年7月31日,481.22,484,487.96,481,3.84M,-0.56%
2017年7月28日,483.92,471,484.07,467.71,4.66M,2.12%
2017年7月27日,473.87,471.63,475.85,471.1,1.96M,0.47%
2017年7月26日,471.63,478.05,481.63,466.56,3.15M,-1.32%
2017年7月25日,477.96,482.2,482.8,476.1,2.19M,0.03%
2017年7月24日,477.8,474.88,485.35,474.88,4.27M,0.97%
2017年7月21日,473.2,466.96,475.01,463.66,4.68M,1.44%
2017年7月20日,466.47,455.86,466.89,455.86,4.66M,2.10%
2017年7月19日,456.86,454,463.62,452.8,5.63M,0.95%
2017年7月18日,452.55,451.99,453.99,448,3.07M,0.55%
2017年7月17日,450.07,457.04,458.04,446.28,3.53M,-1.39%
2017年7月14日,456.41,456.25,458.76,453.05,1.77M,0.05%
2017年7月13日,456.16,455.35,461.91,453.68,2.60M,-0.29%
2017年7月12日,457.47,465.8,465.99,455,2.90M,-1.22%
2017年7月11日,463.13,454.5,464.58,454,4.46M,1.91%
2017年7月10日,454.47,446.88,454.9,442.97,3.66M,1.91%
2017年7月7日,445.97,451.05,451.1,441.2,3.78M,-2.20%
2017年7月6日,455.98,458.11,460.2,450.6,4.20M,-0.90%
2017年7月5日,460.13,453.01,460.33,453.01,3.75M,1.82%
2017年7月4日,451.92,458.96,460,449,5.65M,-1.84%
2017年7月3日,460.37,474.2,474.2,457.9,4.96M,-2.43%
2017年6月30日,471.85,471.51,474.16,467.8,2.24M,-0.25%
2017年6月29日,473.01,476.3,477.35,470,3.51M,-0.48%
2017年6月28日,475.3,484.09,484.09,473,3.77M,-1.82%
2017年6月27日,484.1,482.82,485,480.85,2.80M,-0.12%
2017年6月26日,484.68,473.01,485,472,5.29M,2.53%
2017年6月23日,472.73,472.86,474.88,468.33,3.13M,0.00%
2017年6月22日,472.75,473.02,477.93,471.2,3.82M,0.01%
2017年6月21日,472.71,469.55,473,466.03,4.20M,1.37%
2017年6月20日,466.3,473,474.88,465.66,3.45M,-0.82%
2017年6月19日,470.17,461.96,470.39,461.96,3.85M,1.63%
2017年6月16日,462.63,461.5,467.49,461.26,3.33M,-0.36%
2017年6月15日,464.3,475,475.48,464,5.02M,-2.13%
2017年6月14日,474.39,472.79,477.5,470.48,3.38M,0.29%
2017年6月13日,473.04,473.05,474.5,467,2.42M,0.03%
2017年6月12日,472.88,467,475.44,465,3.51M,1.53%
2017年6月9日,465.74,464.24,470.8,463,3.14M,0.31%
2017年6月8日,464.31,461.32,464.4,458.5,2.90M,1.08%
2017年6月7日,459.37,449.12,460,449.12,3.88M,2.35%
2017年6月6日,448.82,444.97,449,444.2,2.04M,0.99%
2017年6月5日,444.41,448.04,449,442.35,1.92M,-0.65%
2017年6月2日,447.31,450,450.95,445.6,2.18M,-0.44%
2017年6月1日,449.28,442.5,449.95,441.01,4.06M,1.43%
2017年5月31日,442.94,450,450.5,440.11,4.43M,-1.99%
2017年5月26日,451.92,450.82,455.6,448,2.74M,0.29%
2017年5月25日,450.6,448.71,452.96,447.5,2.89M,0.06%
2017年5月24日,450.32,452.9,456.48,446,4.02M,-0.85%
2017年5月23日,454.2,442.25,454.47,442.25,4.85M,2.81%
2017年5月22日,441.78,439.04,446.01,436.2,3.53M,0.22%
2017年5月19日,440.82,429.57,441.8,429.57,3.83M,2.63%
2017年5月18日,429.54,425.05,430.7,425.01,2.43M,0.69%
2017年5月17日,426.6,429,430.19,424.88,2.75M,-0.82%
2017年5月16日,430.12,419.6,431.22,418.26,5.02M,2.52%
2017年5月15日,419.55,413.12,420.35,413.12,3.34M,1.47%
2017年5月12日,413.47,413.59,415.3,410.01,2.23M,0.32%
2017年5月11日,412.16,408.4,414.7,406.51,3.05M,0.50%
2017年5月10日,410.09,408.4,414.44,407.02,2.60M,0.33%
2017年5月9日,408.76,404.44,409.88,398,5.28M,0.81%
2017年5月8日,405.48,416.18,417,404.72,4.07M,-2.57%
2017年5月5日,416.19,416.2,422.78,415.1,3.74M,0.05%
2017年5月4日,416,414.63,418.48,414.63,2.67M,-0.39%
2017年5月3日,417.61,411,417.66,411,2.03M,1.34%
2017年5月2日,412.08,411.6,415,409.18,2.33M,-0.34%
2017年4月28日,413.48,421.99,423,409.9,4.95M,-1.89%
2017年4月27日,421.44,415.53,421.97,410.43,2.82M,0.83%
2017年4月26日,417.96,418.85,428.68,413.01,5.66M,-0.22%
2017年4月25日,418.89,404.8,420.17,404.8,7.62M,5.10%
2017年4月24日,398.55,400.62,405,389,5.00M,-0.49%
2017年4月21日,400.53,415,415.6,400,4.93M,-3.56%
2017年4月20日,415.31,406.09,420.43,406.09,5.05M,2.36%
2017年4月19日,405.74,403,409.1,402.86,3.76M,0.27%
2017年4月18日,404.65,394.6,406.55,394.6,4.96M,2.24%
2017年4月17日,395.79,391,398.28,388.55,2.88M,0.09%
2017年4月14日,395.45,399.43,399.88,395,2.36M,-0.74%
2017年4月13日,398.39,390.78,398.59,390.51,4.56M,2.09%
2017年4月12日,390.23,385.29,391,384.8,2.70M,1.28%
2017年4月11日,385.29,388.05,390.7,380.6,4.35M,-1.00%
2017年4月10日,389.2,394,394,388,2.89M,-0.93%
2017年4月7日,392.87,392.99,394,389.6,2.41M,0.24%
2017年4月6日,391.91,389.01,393,386.63,2.89M,0.58%
2017年4月5日,389.66,385.66,394.99,385,4.08M,0.85%
2017年3月31日,386.36,386.2,388,384.18,2.45M,0.06%
2017年3月30日,386.14,383,386.89,382.6,3.16M,0.65%
2017年3月29日,383.65,381.01,385.8,379.9,3.73M,0.89%
2017年3月28日,380.26,379.95,381.15,376.66,4.12M,0.38%
2017年3月27日,378.82,386.03,389.26,378.39,5.37M,-2.07%
2017年3月24日,386.82,392.32,393.22,385,3.33M,-0.76%
2017年3月23日,389.79,392.03,393.99,386.6,3.45M,-1.19%
2017年3月22日,394.48,390.53,394.6,385,4.55M,0.12%
2017年3月21日,394.01,386.55,396.5,386.5,4.85M,1.97%
2017年3月20日,386.41,380.5,386.71,378.88,3.15M,2.10%
2017年3月17日,378.48,373.1,384.45,373.1,3.47M,0.99%
2017年3月16日,374.77,376.56,378.3,372.8,2.50M,0.02%
2017年3月15日,374.68,369.5,375.15,369.01,2.52M,1.40%
2017年3月14日,369.5,371.55,373.85,368.34,2.04M,-0.55%
2017年3月13日,371.55,370.05,374.33,367.53,2.77M,0.46%
2017年3月10日,369.85,369.92,377,368.36,4.10M,-0.01%
2017年3月9日,369.9,367,369.98,365.56,2.34M,0.71%
2017年3月8日,367.28,367.18,368.49,365.5,1.60M,0.02%
2017年3月7日,367.2,358.03,368.88,358.03,4.63M,2.30%
2017年3月6日,358.96,357.66,359.54,356.55,2.28M,0.68%
2017年3月3日,356.54,355,358.22,355,1.42M,-0.08%
2017年3月2日,356.82,356.71,357,354.53,2.21M,0.06%
2017年3月1日,356.61,355.1,358.2,355,2.19M,0.55%
2017年2月28日,354.66,357,359.2,353.58,2.75M,-0.71%
2017年2月27日,357.2,362.49,362.85,356.8,2.54M,-1.49%
2017年2月24日,362.62,362,362.89,360.05,1.77M,0.25%
2017年2月23日,361.7,360.97,365.48,359.76,2.33M,-0.05%
2017年2月22日,361.89,360.61,366.52,360,3.71M,0.88%
2017年2月21日,358.74,361.88,362.43,357.18,2.77M,-0.71%
2017年2月20日,361.29,350.41,362.32,350.01,6.19M,3.06%
2017年2月17日,350.56,348.9,354.44,347.5,2.91M,0.71%
2017年2月16日,348.09,348.5,348.62,345.51,1.76M,-0.13%
2017年2月15日,348.53,351.5,352.44,347.2,2.63M,-0.48%
2017年2月14日,350.21,349.54,352.6,349.1,2.66M,0.13%
2017年2月13日,349.75,344,351.9,341.92,5.36M,1.35%
2017年2月10日,345.08,348.62,349.82,345,2.41M,-0.73%
2017年2月9日,347.61,345,348.79,344.61,2.33M,0.99%
2017年2月8日,344.21,343.76,345.5,342.67,1.91M,0.18%
2017年2月7日,343.58,346.84,347.4,343.14,2.05M,-0.94%
2017年2月6日,346.85,348.49,348.89,344.96,1.57M,0.00%
2017年2月3日,346.85,346,349.18,345,2.09M,0.72%
2017年1月26日,344.36,348.14,348.8,341.3,3.78M,-0.90%
2017年1月25日,347.5,349.98,349.98,346.2,2.30M,-0.80%
2017年1月24日,350.3,351.27,352.8,346.75,2.69M,-0.21%
2017年1月23日,351.05,356.88,359.8,349.46,3.26M,-1.11%
2017年1月20日,354.99,354.9,357.4,353.03,2.13M,0.11%
2017年1月19日,354.6,355,358.48,351.7,2.85M,-0.16%
2017年1月18日,355.18,348.88,356.77,347.21,4.60M,1.68%
2017年1月17日,349.3,342.6,351.5,342,3.52M,2.13%
2017年1月16日,342,344.13,344.8,338.8,3.69M,-0.80%
2017年1月13日,344.76,346.98,347.39,343.88,1.83M,-0.68%
2017年1月12日,347.11,346.55,347.4,344.51,1.78M,0.44%
2017年1月11日,345.6,348,348,343.5,2.36M,-1.03%
2017年1月10日,349.18,348.45,352,346.6,3.17M,0.11%
2017年1月9日,348.79,347.8,352.88,346.54,3.54M,-0.60%
2017年1月6日,350.9,346.64,359.78,346.1,6.81M,1.13%
2017年1月5日,346.98,350,351.45,345.44,4.17M,-1.40%
2017年1月4日,351.9,334.62,352.17,334.6,6.53M,5.18%
2017年1月3日,334.56,334.28,337,332.81,2.08M,0.13%
2016年12月30日,334.11,326.61,335.29,326.61,3.47M,2.11%
2016年12月29日,327.2,324,327.87,323,2.12M,1.00%
2016年12月28日,323.97,326.99,328,323.33,1.79M,-0.68%
2016年12月27日,326.2,324.51,328.8,323.5,2.01M,0.52%
2016年12月26日,324.5,319.03,324.99,316.2,2.60M,1.41%
2016年12月23日,320,323.55,324.5,319.13,3.11M,-1.57%
2016年12月22日,325.12,328,328.46,324.88,1.47M,-1.09%
2016年12月21日,328.7,326.9,329.29,323.56,2.47M,0.74%
2016年12月20日,326.3,326.04,327,321.81,3.08M,0.10%
2016年12月19日,325.99,326,334.37,325.61,3.05M,-0.55%
2016年12月16日,327.8,327,329.88,323.58,2.51M,-0.07%
2016年12月15日,328.04,332.46,332.99,325.58,3.92M,-1.16%
2016年12月14日,331.88,333,334.07,328.5,3.20M,-0.36%
2016年12月13日,333.08,326.84,335,325.5,4.18M,1.87%
2016年12月12日,326.95,337.7,340,325.7,5.03M,-3.22%
2016年12月9日,337.83,337.2,339.42,334.02,3.45M,0.04%
2016年12月8日,337.7,328.01,340,327,5.45M,3.11%
2016年12月7日,327.5,327.12,328.5,323.97,2.53M,0.32%
2016年12月6日,326.44,316.23,326.58,316.23,3.89M,3.31%
2016年12月5日,315.99,319.2,324.54,315.82,4.21M,-1.79%
2016年12月2日,321.75,321,323.2,319,3.06M,0.22%
2016年12月1日,321.05,320,324.59,318.68,2.79M,0.62%
2016年11月30日,319.06,321.22,323.3,318.45,2.68M,-1.52%
2016年11月29日,324,320.7,330.45,319.41,5.88M,1.41%
2016年11月28日,319.5,317.55,320.18,316.6,4.93M,0.81%
2016年11月25日,316.92,317.04,318,313.42,2.24M,-0.03%
2016年11月24日,317,313.2,317,311.42,3.91M,1.28%
2016年11月23日,312.98,311,313,309.11,3.40M,1.30%
2016年11月22日,308.97,310.3,310.45,308.37,2.64M,-0.17%
2016年11月21日,309.49,311.02,311.66,308.37,2.61M,-0.16%
2016年11月18日,310,311.16,311.8,309.88,1.94M,-0.34%
2016年11月17日,311.05,312.08,313,310.53,1.83M,-0.69%
2016年11月16日,313.2,313.81,315.4,312,1.34M,-0.25%
2016年11月15日,314,310.03,315.65,310.03,2.45M,0.97%
2016年11月14日,310.99,315.55,315.87,309.99,3.99M,-1.30%
2016年11月11日,315.1,317.99,318.3,314.8,3.59M,-1.27%
2016年11月10日,319.15,319.1,321,317.73,1.78M,0.73%
2016年11月9日,316.84,320,321.97,313.8,3.00M,-0.99%
2016年11月8日,320,316.5,322.18,315.68,3.42M,1.46%
2016年11月7日,315.4,315,317,313.2,1.60M,0.24%
2016年11月4日,314.63,315.99,318.25,313.98,2.06M,-0.39%
2016年11月3日,315.87,315,316.46,314.15,1.87M,0.23%
2016年11月2日,315.15,316.09,317.16,313.68,2.06M,-0.47%
2016年11月1日,316.64,317.95,319,315.55,1.95M,-0.39%
2016年10月31日,317.89,319,322.8,316.8,4.36M,0.26%
2016年10月28日,317.05,317.5,318.43,314,2.01M,0.06%
2016年10月27日,316.85,312.99,318.22,311.01,3.30M,0.99%
2016年10月26日,313.75,313,318.31,311.65,4.68M,0.24%
2016年10月25日,313,307.39,313,307.39,4.38M,1.98%
2016年10月24日,306.92,302.6,307,302.6,2.62M,0.91%
2016年10月21日,304.15,305.08,305.48,302.59,1.15M,-0.44%
2016年10月20日,305.49,307.39,307.39,304.8,1.41M,-0.30%
2016年10月19日,306.4,308.5,308.75,305.1,1.41M,-0.29%
2016年10月18日,307.28,302.5,308.5,302,3.04M,1.57%
2016年10月17日,302.54,305.45,305.5,301.5,1.90M,-0.99%
2016年10月14日,305.57,303.47,306,303.2,1.27M,0.53%
2016年10月13日,303.97,306.8,306.94,303.51,1.61M,-0.66%
2016年10月12日,306,308.5,308.5,304.9,1.93M,-0.93%
2016年10月11日,308.86,304,309,303,4.17M,1.93%
2016年10月10日,303,298.51,303.86,298.51,2.11M,1.64%
2016年9月30日,298.1,290,299.63,290,2.96M,2.46%
2016年9月29日,290.95,287.85,293,287.85,2.37M,0.88%
2016年9月28日,288.4,291.79,291.79,287.56,2.24M,-0.95%
2016年9月27日,291.18,288.88,291.98,288.76,1.79M,0.84%
2016年9月26日,288.76,297,297.01,288.55,3.72M,-3.00%
2016年9月23日,297.7,297.02,298.95,295.4,1.27M,0.24%
2016年9月22日,296.99,294.3,299.98,294.01,2.96M,0.98%
2016年9月21日,294.1,295.06,295.39,289.11,3.90M,-0.31%
2016年9月20日,295.01,300.78,300.8,294,3.49M,-1.71%
2016年9月19日,300.15,300.05,301.57,299.88,1.29M,0.22%
2016年9月14日,299.5,300.1,302.2,298.01,1.85M,-0.24%
2016年9月13日,300.23,299.95,300.97,299.3,1.63M,0.63%
2016年9月12日,298.35,302,304,297.77,3.82M,-2.02%
2016年9月9日,304.5,306.65,306.86,304,1.62M,-0.46%
2016年9月8日,305.9,305.21,306.5,304.41,1.67M,-0.20%
2016年9月7日,306.52,309.68,309.68,305.5,2.96M,-1.11%
2016年9月6日,309.95,308.5,310.36,308.35,2.06M,0.48%
2016年9月5日,308.48,306.2,309,305.81,1.91M,0.91%
2016年9月2日,305.7,308,309.45,304.88,1.86M,-0.98%
2016年9月1日,308.72,309.7,312,308.25,1.72M,-0.45%
2016年8月31日,310.1,306.7,310.76,305.54,4.04M,1.35%
2016年8月30日,305.98,307,308.5,304.67,2.12M,-0.50%
2016年8月29日,307.52,308,308.8,305.2,3.81M,2.00%
2016年8月26日,301.5,303.14,304.55,300.4,2.14M,-0.53%
2016年8月25日,303.1,305.2,305.38,300.07,2.54M,-0.69%
2016年8月24日,305.22,307.02,307.49,303.83,2.28M,-0.58%
2016年8月23日,306.99,307.33,309.04,305.8,1.99M,-0.10%
2016年8月22日,307.3,306.13,309.58,306,2.08M,0.24%
2016年8月19日,306.55,305.8,307.45,304.8,1.91M,0.03%
2016年8月18日,306.45,307.95,309.65,305.13,3.10M,-0.60%
2016年8月17日,308.3,309.6,310.97,306.5,4.38M,-0.42%
2016年8月16日,309.59,322,322.48,308,8.84M,-2.88%
2016年8月15日,318.78,315.8,321.69,314.15,3.41M,0.56%
2016年8月12日,317,317.4,317.4,314.01,2.34M,0.08%
2016年8月11日,316.75,314.38,321.57,314.01,3.19M,0.92%
2016年8月10日,313.86,315.05,316.5,313.33,2.09M,-0.58%
2016年8月9日,315.7,308.17,317.67,306.42,3.93M,2.50%
2016年8月8日,308.01,306.15,308.3,303.06,2.20M,0.65%
2016年8月5日,306.01,306.49,308.37,305.03,2.03M,-0.16%
2016年8月4日,306.49,306.85,308.33,304.22,2.18M,-0.13%
2016年8月3日,306.88,307,307.9,304.15,2.40M,0.19%
2016年8月2日,306.29,307.25,310.5,302.85,2.65M,-0.22%
2016年8月1日,306.97,313,313.95,305,3.17M,-1.98%
2016年7月29日,313.18,315.08,318.88,313,2.90M,-0.96%
2016年7月28日,316.2,312,319.3,311.5,3.96M,0.86%
2016年7月27日,313.5,319.85,320.6,308.3,3.92M,-1.88%
2016年7月26日,319.5,309.01,319.5,308.5,3.56M,2.64%
2016年7月25日,311.28,307.6,314.19,307,2.36M,1.06%
2016年7月22日,308.02,312.9,315.2,307.38,2.89M,-1.94%
2016年7月21日,314.12,310.15,317.6,309,3.30M,1.80%
2016年7月20日,308.57,308.62,310.87,307.5,1.77M,0.15%
2016年7月19日,308.11,315.5,316.3,305.55,4.14M,-2.57%
2016年7月18日,316.25,317.5,319.5,315.66,2.34M,-0.39%
